ASIN,SKU,製品概要,ブランド,タイトル,タイトルリンク,URL,メイン画像,親ASIN,カテゴリー,親カテゴリー,親カテゴリーBSR,親カテゴリーBSR増加数,親カテゴリーBSR成長率,子カテゴリー,子カテゴリーBSR,月間販売数,月間販売数成長率,月間販売額(￥),子ASIN販売数,子ASIN販売額(￥),バリエーション数,価格(￥),prime価格(￥),Coupon,Q&A,評価数,月間評価値増加数,評価値,評価率,FBA(￥),粗利益,等級,出品日付,販売時間,配送方法,配送料金(￥),LQS,セラー数,BuyBoxセラー,BuyBoxタイプ,セラー所在地,セラー情報,セラーリンク,Best Sellerマーク,スポンサー,ブランド紹介,スポンサー ブランド,タイムセール,Amazon's Choice,New Releaseマーク,A+ページ,動画紹介,ACキーワード,重量,重量.1,体積,体積.1,会社名,会社電話番号,会社住所,会社評価,会社概要,メールアドレス,会社URL
B0CPHJF777,商品荷物数: 4 | 色: シナモンシュガー,商品の寸法:85長さ x 34幅 cm | 色:シナモンシュガー | 材質:コットン | ブランド:8年タオル | 対象年齢:大人,8年タオル,8年タオル フェイスタオル 34×85cm 綿100% 薄手 速乾 高吸水 耐久性 かさばらない シナモンシュガー 4枚セット,https://www.amazon.co.jp/s/ref=bl_dp_s_web_0?ie=UTF8&search-type=ss&index=kitchen-jp&field-keywords=8%E5%B9%B4%E3%82%BF%E3%82%AA%E3%83%AB,https://www.amazon.co.jp/dp/B0CPHJF777,https://m.media-amazon.com/images/I/41c6o6Ct-EL._AC_US600_.jpg,B0CKX3QNVY,ホーム＆キッチン:バス・トイレ・洗面用品:タオル:フェイスタオル,ホーム＆キッチン,"2,439",-341,-0.16,フェイスタオル,19,"1,481",259%,"2,108,944",,,73,"1,424.00",,,,467,0,4.2,0.00%,318.00,63%,,2023-12-04,496 ,FBM,,,1.0,8年タオルのお店 ふわりら,FBM,JP,"会社名：株式会社タカトシ物産
電話番号：048-948-8676
オフィス住所：
青柳２－３－１３
草加市
埼玉県
3400002
JP
マネージャー：小嶋 未姫",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A2H5SVEY2R7QGE,,,,,,,,Y,N,,0.31 キログラム,,35 x 22 x 2 cm,35.00 x 22.00 x 2.00 cm,株式会社タカトシ物産,048-948-8676,"青柳２－３－１３,草加市,埼玉県,3400002,JP",過去12ヵ月間で94％が肯定的 (評価：158),"タカトシ物産のオンラインショッピングサイトをご覧いただきまして誠にありがとうございます。

弊社は2007年ホテル・医療施設向け業務用寝具・リネン資材販売からスタートし現在はカーテンの取り扱い、また、寝具・カーテンのクリーニングなどトータルサポートも行っております。商品が使われる環境や利用者さまにも目を向けた事業展開として企業様だけでなく個人のお客様に対しても商品をお届けしたいとの思いから2009年、オンラインショップ「タオルとふとんのお店ふわりら」をオープンしました。一人でも多くのお客様に喜んでいただける商品の提案、販売を行っております。

コツコツと自分ができることを頑張る事でしかいい結果は生まれない。現状に甘んじることなく常に現場で、第一線で新商品を紹介していく姿勢を大切にしたいです。どんなサービスでもやはり地道にコツコツと良い商品を提供しながら企業様やユーザー様とつながっていくことが重要だと信じております。

そして、弊社の今日があるのは、皆様のおかげです。
得意先さま、仕入先さま、皆様があっての私たちです。

必要とされる企業、必要とされる商品をご提案することで社会貢献できる...",info@takatoshibussan.co.jp,https://www.takatoshibussan.co.jp/
B0DK349CD6,色: レトロワッペン,商品の寸法:15長さ x 15幅 cm | 色:レトロワッペン | 漫画のキャラクター:ピッコリーノ | 商品の個数:1 | ブランド:丸眞,丸眞,丸眞 ミニタオル 5枚組 ピッコリーノ レトロワッペン 入園入学グッズ 入園入学準備 保育園 幼稚園 小学校 保育園 幼稚園 入園 入学 園児 タオル ミニタオル ハンカチ お得 セット 柄違い 5枚組 組 タオルハンカチ ハンドタオル 0165016600,https://www.amazon.co.jp/stores/%E4%B8%B8%E7%9C%9E/page/7256AE9E-A749-43D2-9147-0CB9CE71E0D4?lp_asin=B0DK349CD6&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,https://www.amazon.co.jp/dp/B0DK349CD6,https://m.media-amazon.com/images/I/411Zd9FDLoL._AC_US600_.jpg,B0DQL68R9G,ホーム＆キッチン:バス・トイレ・洗面用品:タオル:ハンドタオル,ホーム＆キッチン,"1,084",381,0.26,ハンドタオル,7,"1,469",42%,"1,084,122",50 ,"36,900 ",12,738.00,,,,90,2,4.5,0.14%,222.00,45%,,2024-10-31,164 ,FBM,,,5.0,THREE HOPE,FBM,JP,"会社名：株式会社三和商店
電話番号：0286561721
オフィス住所：
宇都宮市
問屋町３４２６－２１
栃木県
3210911
JP
マネージャー：島田峰守",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A2XCBXSED0E98L,,,,,,,,,N,,0.05 キログラム,,15長さ x 15幅 cm,,,,,,,info@sawashoten.co.jp,https://www.sawashoten.co.jp/
B0DK346CMR,色: ファンシーコスメ,商品の寸法:15長さ x 15幅 cm | 色:ファンシーコスメ | 漫画のキャラクター:ピッコリーノ | 商品の個数:1 | ブランド:丸眞,丸眞,丸眞 ミニタオル 5枚組 ピッコリーノ ファンシーコスメ 女の子 ファンシー 入園入学グッズ 入園入学準備 保育園 幼稚園 小学校 保育園 幼稚園 入園 入学 園児 タオル ミニタオル ハンカチ お得 セット 柄違い 5枚組 組 タオルハンカチ ハンドタオル 0165016900,https://www.amazon.co.jp/stores/%E4%B8%B8%E7%9C%9E/page/7256AE9E-A749-43D2-9147-0CB9CE71E0D4?lp_asin=B0DK346CMR&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,https://www.amazon.co.jp/dp/B0DK346CMR,https://m.media-amazon.com/images/I/41yFQ5ZMi+L._AC_US600_.jpg,B0DQL68R9G,ホーム＆キッチン:バス・トイレ・洗面用品:タオル:ハンドタオル,ホーム＆キッチン,"1,084",381,0.26,ハンドタオル,7,"1,469",42%,"807,950",100 ,"55,000 ",12,550.00,,,,90,2,4.5,0.14%,252.00,39%,,2024-10-31,164 ,AMZ,,6.0,5.0,Amazon,AMZ,JP,"会社名：高橋司悦
電話番号：03-3783-5280
オフィス住所：
小山３－２２－２２
品川区
東京都
1420062
JP
マネージャー：高橋司悦",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A2JMFM7ASWGH1Q,,,,,,,,Y,N,,0.05 キログラム,,15長さ x 15幅 cm,,,,,,,,
B0DK353VVJ,色: ギャラクシートリップ,商品の寸法:15長さ x 15幅 cm | 色:ギャラクシートリップ | 漫画のキャラクター:ピッコリーノ | 商品の個数:1 | ブランド:丸眞,丸眞,丸眞 ミニタオル 5枚組 ピッコリーノ ギャラクシートリップ 入園入学グッズ 入園入学準備 保育園 幼稚園 小学校 保育園 幼稚園 入園 入学 園児 タオル ミニタオル ハンカチ お得 セット 柄違い 5枚組 組 タオルハンカチ ハンドタオル 0165016700,https://www.amazon.co.jp/stores/%E4%B8%B8%E7%9C%9E/page/7256AE9E-A749-43D2-9147-0CB9CE71E0D4?ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,https://www.amazon.co.jp/dp/B0DK353VVJ,https://m.media-amazon.com/images/I/518E1yh2y3L._AC_US600_.jpg,B0DQL68R9G,ホーム＆キッチン:バス・トイレ・洗面用品:タオル:ハンドタオル,ホーム＆キッチン,"1,084",381,0.26,ハンドタオル,7,"1,469",42%,"807,950",50 ,"27,500 ",12,550.00,,,,90,2,4.5,0.14%,252.00,39%,,2024-10-31,164 ,AMZ,,,5.0,Amazon,AMZ,JP,"会社名：株式会社 エスト
電話番号：058-297-1015
オフィス住所：
南蝉１－５６
岐阜市
岐阜県
5020852
JP
マネージャー：井上",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A29WTKL3MAAOAO,,,,,,,,Y,N,,0.05 キログラム,,15長さ x 15幅 cm,,,,,,,info@est.co.jp,https://www.est.co.jp/
B09CYHJHV8,色: わんぱくダイナソー,色:わんぱくダイナソー | 材質:コットン | タオルの形状タイプ:ハンドタオル | ブランド:丸眞 | 対象年齢:幼児,丸眞,丸眞 ミニタオル 5枚組 ピッコリーノ わんぱくダイナソー 入園入学グッズ 準備 保育園 幼稚園 小学校 男の子 15×15cm 0165008600,https://www.amazon.co.jp/stores/%E4%B8%B8%E7%9C%9E/page/7256AE9E-A749-43D2-9147-0CB9CE71E0D4?ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,https://www.amazon.co.jp/dp/B09CYHJHV8,https://m.media-amazon.com/images/I/51IDGlrWPAL._AC_US600_.jpg,B0DQL68R9G,ホーム＆キッチン:バス・トイレ・洗面用品:タオル:ハンドタオル,ホーム＆キッチン,"1,084",381,0.26,ハンドタオル,7,"1,469",42%,"807,950",50 ,"27,500 ",12,550.00,,,,90,2,4.5,0.14%,252.00,39%,,2021-08-16,"1,336 ",AMZ,,,7.0,Amazon,AMZ,JP,"会社名：高橋司悦
電話番号：03-3783-5280
オフィス住所：
小山３－２２－２２
品川区
東京都
1420062
JP
マネージャー：高橋司悦",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A2JMFM7ASWGH1Q,,,,,,,,Y,N,,50 グラム,,15長さ x 15幅 cm,,,,,,,,
B0DK34TCXN,色: デコレートリボン,商品の寸法:15長さ x 15幅 cm | 色:デコレートリボン | 漫画のキャラクター:ピッコリーノ | 商品の個数:1 | ブランド:丸眞,丸眞,丸眞 ミニタオル 5枚組 ピッコリーノ デコレートリボン リボン 女の子 入園入学グッズ 入園入学準備 保育園 幼稚園 小学校 保育園 幼稚園 入園 入学 園児 タオル ミニタオル ハンカチ お得 セット 柄違い 5枚組 組 タオルハンカチ ハンドタオル 0165016800,https://www.amazon.co.jp/stores/%E4%B8%B8%E7%9C%9E/page/7256AE9E-A749-43D2-9147-0CB9CE71E0D4?ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,https://www.amazon.co.jp/dp/B0DK34TCXN,https://m.media-amazon.com/images/I/7174z2ZWg0L._AC_US600_.jpg,B0DQL68R9G,ホーム＆キッチン:バス・トイレ・洗面用品:タオル:ハンドタオル,ホーム＆キッチン,"1,084",381,0.26,ハンドタオル,7,"1,469",42%,"807,950",50 ,"27,500 ",12,550.00,,,,90,2,4.5,0.14%,252.00,39%,,2024-10-31,164 ,,,,6.0,Amazon.co.jp,,JP,"会社名：株式会社 エスト
電話番号：058-297-1015
オフィス住所：
南蝉１－５６
岐阜市
岐阜県
5020852
JP
マネージャー：井上",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A29WTKL3MAAOAO,,,,,,,,Y,N,,0.05 キログラム,,15 x 15 x 0.5 cm,15.00 x 15.00 x 0.50 cm,,,,,,info@est.co.jp,https://www.est.co.jp/
B09CYJD83F,色: グッドドライブ,色:グッドドライブ | 材質:コットン | タオルの形状タイプ:ハンドタオル | ブランド:丸眞 | 対象年齢:幼児,丸眞,丸眞 ミニタオル 5枚組 ピッコリーノ グッドドライブ 入園入学グッズ 入園入学準備 保育園 幼稚園 小学校 保育園 幼稚園 入園 入学 園児 男の子 タオル ミニタオル ハンカチ お得 セット 柄違い 5枚組 組 タオルハンカチ ハンドタオル 0165008500,https://www.amazon.co.jp/stores/%E4%B8%B8%E7%9C%9E/page/7256AE9E-A749-43D2-9147-0CB9CE71E0D4?lp_asin=B09CYJD83F&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,https://www.amazon.co.jp/dp/B09CYJD83F,https://m.media-amazon.com/images/I/71XeQhNIL6L._AC_US600_.jpg,B0DQL68R9G,ホーム＆キッチン:バス・トイレ・洗面用品:タオル:ハンドタオル,ホーム＆キッチン,"1,084",381,0.26,ハンドタオル,7,"1,469",42%,"1,084,122",100 ,"53,800 ",12,538.00,,,,90,2,4.5,0.14%,252.00,51%,,2021-10-07,"1,284 ",FBM,,,6.0,THREE HOPE,FBM,JP,"会社名：株式会社三和商店
電話番号：0286561721
オフィス住所：
宇都宮市
問屋町３４２６－２１
栃木県
3210911
JP
マネージャー：島田峰守",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A2XCBXSED0E98L,,,,,,Y,,Y,N,ミニタオル 保育園,40 g,40.00 g,3 x 15 x 15 cm,3.00 x 15.00 x 15.00 cm,,,,,,info@sawashoten.co.jp,https://www.sawashoten.co.jp/
B0BN2WPPWH,スタイル: フラワー,色:5色 | 材質:コットン | タオルの形状タイプ:ハンドタオル | ブランド:コスギゼン(Kosugizen) | 対象年齢:全年齢,コスギゼン(Kosugizen),Kosugizen フェイスタオル よくばりプリントタオル フラワー 5柄2色×1枚入 34×80㎝ 乾きやすい薄手タイプ まとめてお得 10枚セット SV-2011-10,https://www.amazon.co.jp/stores/Kosugizen/page/9F9347C7-1043-438A-9041-AF50BDBF5D59?lp_asin=B0BN2WPPWH&ref_=ast_bln&store_ref=bl_ast_dp_brandLogo_sto,https://www.amazon.co.jp/dp/B0BN2WPPWH,https://m.media-amazon.com/images/I/81Rs6fc65pL._AC_US600_.jpg,B0DNLYNVH2,ホーム＆キッチン:バス・トイレ・洗面用品:タオル:フェイスタオル,ホーム＆キッチン,"3,536","-1,435",-0.68,フェイスタオル,31,"1,467",59%,"2,724,219",900 ,"1,671,300 ",4,"1,857.00",,,,903,5,4.2,0.34%,514.00,57%,,2022-11-21,874 ,AMZ,,6.0,1.0,Amazon,AMZ,TR,"会社名：METIN TINAZ
オフィス住所：
HACIYUSUFLAR MAH. SADIKOĞLU SOK. NO:12
AKÇAKOCA
DÜZCE
81650
TR
マネージャー：METIN TINAZ",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A20VKH3GPLGH20,,,,,,Y,,Y,Y,コスギゼン フェイスタオル,650 g,650.00 g,80 x 34 x 0.5 cm,80.00 x 34.00 x 0.50 cm,,,,,,,
B07PCWQHDZ,サイズ: 約幅12×奥行41～65×高さ23cm | スタイル: バスタオルハンガー 4枚干し ホワイト,部屋タイプ:キッチン | 商品の寸法:65奥行き x 12幅 x 23高さ cm | 棚のタイプ:ブラケットシェルフ | 特徴:個 | 材質:鉄|ポリプロピレン | サイズ:約幅12×奥行41～65×高さ23cm | ブランド:オーエ(Ohe) | 棚数:4 shelves | 形状:フラット | スタイル:バスタオルハンガー 4枚干し ホワイト,オーエ(Ohe),オーエ 洗濯 物干し ハンガー ホワイト 約縦12×横41~65×奥行23cm マイランドリー2 バスタオル ハンガー 軽量 伸縮式 4枚干せる,https://www.amazon.co.jp/オーエ-Ohe/b/ref=bl_dp_s_web_23981659051?ie=UTF8&node=23981659051&field-lbr_brands_browse-bin=%E3%82%AA%E3%83%BC%E3%82%A8%28Ohe%29,https://www.amazon.co.jp/dp/B07PCWQHDZ,https://m.media-amazon.com/images/I/21RgNP3DwoL._AC_US600_.jpg,B0CMZW8PXS,ホーム＆キッチン:洗濯用品:物干しハンガー・物干しラック:物干しハンガー,ホーム＆キッチン,"2,260",-942,-0.71,物干しハンガー,7,"1,413",4%,"1,243,440",,,16,880.00,,,3.0,"2,539",11,4.2,0.78%,448.00,34%,,2019-03-02,"2,234 ",AMZ,,7.0,11.0,Amazon,AMZ,JP,"会社名：株式会社ＳＵＮ物流
電話番号：0120-434-442
オフィス住所：
本郷西部９０番地
富山市
富山県
9300108
JP
マネージャー：濱外",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A3U1SZF35A03AQ,,,,,,,,Y,N,,0.26 キログラム,,65奥行き x 12幅 x 23高さ cm,,,,,,,info@sun-logistics.co.jp,https://www.sun-logistics.co.jp/
B00KHZ0XJQ,色: イエロー | サイズ: 12枚,色:イエロー | 材質:マイクロファイバー | タオルの形状タイプ:クリーニングクロス | ブランド:KIRKLAND | 対象年齢:大人,KIRKLAND,カークランド (KIRKLAND) マイクロファイバータオル 12枚 イエロー,https://www.amazon.co.jp/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=KIRKLAND,https://www.amazon.co.jp/dp/B00KHZ0XJQ,https://m.media-amazon.com/images/I/51C2mzswREL._AC_US600_.jpg,B0BK5NDSLG,車＆バイク:洗車・お手入れ用品:エクステリアケア:洗車用品:洗車用スポンジ・クロス・ブラシ:クロス・タオル:マイクロファイバー,車＆バイク,328,-68,-0.26,外装カーケア用マイクロファイバー布,9,"1,405",-7%,"1,967,000",300 ,"420,000 ",2,"1,400.00",,,21.0,"9,837",31,4.6,2.21%,514.00,49%,,2014-05-21,"3,980 ",FBM,,5.0,15.0,吉田のショップ,FBM,JP,"会社名：吉田のショップ
電話番号：0-507-107-7840
オフィス住所：
３－２－４－２０６
札幌市北麻生町
北海道
0010045
JP
マネージャー：yoshida",https://www.amazon.co.jp/gp/help/seller/at-a-glance.html/ref=dp_merchant_link?seller=A51J9X658WK0G,,,,,,Y,,,N,ワックス拭き取りクロス,720 g,720.00 g,40.6 x 40.6 cm,,,,,,,,
